age,decile,n,median_km,ratio,rate,event
12,4,15918,115187.9921875,0.8403820395469666,0.06382711395904007,fleet_exit
12,5,15915,129680.9375,0.9461188912391663,0.06635249764373233,fleet_exit
12,6,15923,144583.46875,1.0548439025878906,0.07800037681341455,fleet_exit
12,7,15918,160767.03125,1.1729151010513306,0.08782510365623822,fleet_exit
12,8,15919,180006.734375,1.3132829666137695,0.10396381682266474,fleet_exit
12,9,15919,206171.453125,1.5041741132736206,0.11797223443683648,fleet_exit
12,10,15919,257907.03125,1.88162362575531,0.17695835165525473,fleet_exit
13,1,14426,58176.17578125,0.39315465092658997,0.04547345071398863,fleet_exit
13,2,14426,88246.765625,0.5963717103004456,0.05261333703036185,fleet_exit
13,3,14425,108083.546875,0.7304286956787109,0.06405545927209705,fleet_exit
13,4,14428,124744.2734375,0.8430219292640686,0.07228999168283892,fleet_exit
13,5,14423,140136.84375,0.9470449090003967,0.08424044928239617,fleet_exit
13,6,14430,155991.3125,1.0541894435882568,0.09618849618849619,fleet_exit
13,7,14426,172944.9375,1.1687620878219604,0.11326771107722168,fleet_exit
13,8,14426,192895.15625,1.3035856485366821,0.13025093581034244,fleet_exit
13,9,14426,220059.28125,1.4871608018875122,0.1564536253985859,fleet_exit
13,10,14427,272347.6875,1.8405259847640991,0.2048242877937201,fleet_exit
14,1,14025,57542.09375,0.3787364959716797,0.04841354723707665,fleet_exit
14,2,14026,89234.90625,0.5873355269432068,0.05753600456295451,fleet_exit
14,3,14026,110475.03125,0.727135956287384,0.07471838015114787,fleet_exit
14,4,14025,127690.1796875,0.8404444456100464,0.08584670231729055,fleet_exit
14,5,14025,143856.046875,0.946846604347229,0.111301247771836,fleet_exit
14,6,14027,160103.984375,1.0537890195846558,0.12383260854067156,fleet_exit
14,7,14025,177161.421875,1.1660593748092651,0.1386096256684492,fleet_exit
14,8,14025,197617.78125,1.3007011413574219,0.1653475935828877,fleet_exit
14,9,14026,225405.53125,1.4835973978042603,0.18929131612719236,fleet_exit
14,10,14026,277541.03125,1.826748251914978,0.2367032653643234,fleet_exit
15,1,11302,62576.12109375,0.39696577191352844,0.05468058750663599,fleet_exit
15,2,11302,94631.0390625,0.6003133654594421,0.07520792780038932,fleet_exit
15,3,11301,115735.9765625,0.7341973185539246,0.09185027873639501,fleet_exit
15,4,11303,133141.03125,0.8446102142333984,0.1164292665663983,fleet_exit
15,5,11302,149476.6875,0.9482391476631165,0.1375862679171828,fleet_exit
15,6,11302,165908.0625,1.0524753332138062,0.15430897186338702,fleet_exit
15,7,11302,183338.875,1.1630516052246094,0.17333215360113255,fleet_exit
15,8,11302,203676.96875,1.2920708656311035,0.19297469474429305,fleet_exit
15,9,11302,230555.4375,1.4625805616378784,0.2258007432312865,fleet_exit
15,10,11302,281074.34375,1.7830586433410645,0.27641125464519556,fleet_exit
